event_id,event_title,market_question,category,category_source,resolution,neg_risk,snap_7d_pre,snap_24h_pre,snap_final,break_confidence,market_volume_usd,wrong_side_exposure_usd,end_date,bracket_pattern,in_iran_cluster
160183,Iran Strike on Israel by...?,Iran Strike on Israel by February 28?,Geopolitics,inferred,YES,False,0.1650,0.0700,0.0385,0.9615,5006328.71,4813585.05,2026-02-28,other,true
162196,January Inflation Argentina - Monthly,Will monthly inflation be between 2.9% and 3.1% in January?,Macro,inferred,YES,True,0.0550,0.0090,0.0455,0.9910,15756.44,15614.63,2026-02-10,other,false
162818,Khamenei out as Supreme Leader of Iran by February 28?,Khamenei out as Supreme Leader of Iran by February 28?,Geopolitics,inferred,YES,False,0.0475,0.0115,0.0125,0.9885,131114970.83,129607148.66,2026-02-28,other,true
164121,Grammys: Best Compilation Soundtrack For Visual Media Winner,"Will ""Sinners"" win Best Compilation Soundtrack For Visual Media at the 68th annual GRAMMY Awards?",Entertainment,inferred,YES,True,0.3900,0.0500,0.0400,0.9600,16027.00,15385.92,2026-02-01,other,false
174903,Who will Trump talk to in February?,Will Trump talk to Mohammed bin Salman in February?,Politics,inferred,YES,False,0.3050,0.0500,0.0500,0.9500,14358.29,13640.38,2026-02-28,other,false
177249,DGA Awards: First-Time Theatrical Feature Film Winner,Will Charlie Polinger - The Plague win Best First-Time Director of a Theatrical Feature Film at the 78th DGA Awards?,Entertainment,inferred,YES,True,0.1150,0.0350,0.0350,0.9650,1646.66,1589.03,2026-02-07,other,false
177262,DGA Awards: Dramatic Series Winner,Will Amanda Marsalis - The Pitt win Best Director for a Dramatic Series at the 78th DGA Awards?,Other,inferred,YES,True,0.4150,0.0400,0.0400,0.9600,614.00,589.44,2026-02-07,other,false
177275,DGA Awards: Movies for Television Winner,Will Stephen Chbosky - Nonnas win Best Director of a Movie for Television at the 78th DGA Awards?,Entertainment,inferred,YES,True,0.1300,0.0340,0.0480,0.9660,16366.72,15810.25,2026-02-07,other,false
177521,What places will Trump mention during the State of the Union address?,"Will Trump say ""China"" during the State of the Union address?",Politics,inferred,NO,False,0.9370,0.9665,0.9655,0.9665,71229.24,68843.06,2026-02-24,other,false
181555,French forces seize another oil tanker by Feb 28?,French forces seize another oil tanker by Feb 28?,Other,inferred,YES,False,0.1050,0.0385,0.0130,0.9870,62918.72,62100.78,2026-02-28,other,false
184464,Will Amazon (AMZN) beat quarterly earnings?,Will Amazon (AMZN) beat quarterly earnings?,Other,inferred,NO,False,0.9350,0.9530,0.9510,0.9530,85202.23,81197.73,2026-02-05,other,false
187440,LoL: Hanwha Life Esports vs Gen.G (BO5) - LCK Cup Group Stage,Total Kills Over/Under 38.5 in Game 2?,Sports,inferred,NO,False,,,0.9985,0.9985,662.18,661.19,2026-02-01,other,false
187520,CA Newell's Old Boys vs. CSyD Defensa y Justicia - More Markets,CA Newell's Old Boys vs. CSyD Defensa y Justicia: O/U 4.5,Other,inferred,YES,False,0.5050,0.0550,0.0500,0.9500,668.49,635.07,2026-02-08,other,false
188299,Ethereum above ___ on February 1?,"Will the price of Ethereum be above $2,400 on February 1?",Crypto,inferred,NO,False,,0.9905,0.6235,0.9905,203028.49,201099.72,2026-02-01,crypto_price_bracket,false
188299,Ethereum above ___ on February 1?,"Will the price of Ethereum be above $2,500 on February 1?",Crypto,inferred,NO,False,,0.9630,0.0505,0.9630,138440.99,133318.67,2026-02-01,crypto_price_bracket,false
188301,Bitcoin price on February 1?,"Will the price of Bitcoin be less than $80,000 on February 1?",Crypto,inferred,YES,True,,0.0370,0.8890,0.9630,191720.69,184627.02,2026-02-01,other,false
188306,Bitcoin above ___ on February 1?,"Will the price of Bitcoin be above $78,000 on February 1?",Crypto,inferred,NO,False,,0.9740,0.8045,0.9740,1443735.61,1406198.48,2026-02-01,crypto_price_bracket,false
188306,Bitcoin above ___ on February 1?,"Will the price of Bitcoin be above $80,000 on February 1?",Crypto,inferred,NO,False,,0.9580,0.1110,0.9580,748947.36,717491.57,2026-02-01,crypto_price_bracket,false
188307,Ethereum price on February 1?,"Will the price of Ethereum be less than $2,400 on February 1?",Crypto,inferred,YES,True,,0.0090,0.3725,0.9910,39440.72,39085.75,2026-02-01,other,false
188312,Solana price on February 1?,Will the price of Solana be between $100 and $110 on February 1?,Crypto,inferred,YES,True,,0.0250,0.9345,0.9750,35245.53,34364.39,2026-02-01,other,false
188314,Solana above ___ on February 1?,Will the price of Solana be above $110 on February 1?,Crypto,inferred,NO,False,,0.9535,0.0385,0.9535,46774.00,44599.01,2026-02-01,crypto_price_bracket,false
188316,XRP price on February 1?,Will the price of XRP be between $1.50 and $1.60 on February 1?,Crypto,inferred,YES,True,,0.0385,0.2260,0.9615,6261.64,6020.56,2026-02-01,other,false
188318,XRP above ___ on February 1?,Will the price of XRP be above $1.60 on February 1?,Crypto,inferred,NO,False,,0.9580,0.9100,0.9580,46282.43,44338.57,2026-02-01,crypto_price_bracket,false
189023,What price will Bitcoin hit January 26-February 1?,"Will Bitcoin dip to $78,000 January 26-1?",Crypto,inferred,YES,False,,0.0400,0.0400,0.9600,390020.84,374420.00,2026-02-02,crypto_price_bracket,false
189023,What price will Bitcoin hit January 26-February 1?,"Will Bitcoin dip to $76,000 January 26-1?",Crypto,inferred,YES,False,,0.0175,0.0175,0.9825,382546.28,375851.72,2026-02-02,crypto_price_bracket,false
189030,What price will Ethereum hit January 26-February 1?,"Will Ethereum dip to $2,300 January 26-1?",Crypto,inferred,YES,False,,0.0225,0.0225,0.9775,167354.30,163588.83,2026-02-02,crypto_price_bracket,false
189030,What price will Ethereum hit January 26-February 1?,"Will Ethereum dip to $2,400 January 26-1?",Crypto,inferred,YES,False,,0.0365,0.0365,0.9635,260904.72,251381.70,2026-02-02,crypto_price_bracket,false
189030,What price will Ethereum hit January 26-February 1?,"Will Ethereum dip to $2,200 January 26-1?",Crypto,inferred,YES,False,,0.0480,0.3215,0.9520,392548.00,373705.70,2026-02-02,crypto_price_bracket,false
189048,What price will Solana hit January 26-February 1?,Will Solana dip to $100 January 26-1?,Crypto,inferred,YES,False,,0.0105,0.0105,0.9895,154322.49,152702.10,2026-02-02,crypto_price_bracket,false
189693,# of seats won by PPLE in 2026 Thailand Legislative Election?,Will the People’s Party (PPLE) win between 120 and 134 seats in the 2026 Thai legislative election?,Politics,inferred,YES,True,0.1100,0.1035,0.0240,0.9760,143737.33,140287.64,2026-02-08,other,false
189845,US next strikes Iran on...?,"Will the US next strike Iran on February 28, 2026 (ET)?",Geopolitics,inferred,YES,True,0.0430,0.0570,0.0560,0.9570,5837356.57,5586350.24,2026-02-28,other,true
189994,"Elon Musk # tweets January 30 - February 6, 2026?","Will Elon Musk post 280-299 tweets from January 30 to February 6, 2026?",Tech,inferred,YES,True,0.0350,0.1545,0.7045,0.9650,1915377.26,1848339.05,2026-02-06,musk_tweet_bracket,false
192033,Will PayPal (PYPL) beat quarterly earnings?,Will PayPal (PYPL) beat quarterly earnings?,Other,inferred,NO,False,,0.8500,0.9650,0.9650,18533.91,17885.22,2026-02-03,other,false
192649,Gonzaga Bulldogs vs. Portland Pilots,Gonzaga Bulldogs vs. Portland Pilots,Other,inferred,NO,False,,0.9685,0.9765,0.9765,119145.31,116345.40,2026-02-05,other,false
192748,XRP price on February 5?,Will the price of XRP be less than $1.40 on February 5?,Crypto,inferred,YES,True,,0.0140,0.7770,0.9860,47205.60,46544.72,2026-02-05,other,false
192749,XRP above ___ on February 5?,Will the price of XRP be above $1.30 on February 5?,Crypto,inferred,NO,False,,0.9875,0.8990,0.9875,85694.57,84623.39,2026-02-05,crypto_price_bracket,false
192749,XRP above ___ on February 5?,Will the price of XRP be above $1.40 on February 5?,Crypto,inferred,NO,False,,0.9695,0.2195,0.9695,71017.83,68851.79,2026-02-05,crypto_price_bracket,false
193340,Apple (AAPL) closes above ___ on February 2?,Will Apple (AAPL) close above $265 on February 2?,Other,inferred,YES,False,,0.4900,0.0450,0.9550,8543.89,8159.41,2026-02-02,other,false
193340,Apple (AAPL) closes above ___ on February 2?,Will Apple (AAPL) close above $270 on February 2?,Other,inferred,YES,False,,0.0145,0.0140,0.9860,12083.19,11914.02,2026-02-02,other,false
193371,Google (GOOGL) closes above ___ on February 2?,Will Google (GOOGL) close above $340 on February 2?,Other,inferred,YES,False,,0.3500,0.0450,0.9550,12390.86,11833.27,2026-02-02,other,false
193966,NVIDIA (NVDA) closes week of Feb 2 at ___?,Will NVIDIA (NVDA) close at $185-$190 on the final day of trading of the week of Feb 2 – Feb 6?,Other,inferred,YES,True,,0.0650,0.0075,0.9925,8001.22,7941.21,2026-02-06,other,false
193977,Will NVIDIA (NVDA) close above ___ end of February?,Will NVIDIA (NVDA) close above $180 end of February?,Other,inferred,NO,False,0.7200,0.9780,0.7830,0.9780,132792.87,129871.43,2026-02-27,other,false
194167,"Elon Musk # tweets February 3 - February 10, 2026?","Will Elon Musk post 360-379 tweets from February 3 to February 10, 2026?",Tech,inferred,YES,True,0.1250,0.0005,0.0025,0.9995,1995643.44,1994645.62,2026-02-10,musk_tweet_bracket,false
195184,Rayo Vallecano de Madrid vs. Club Atlético de Madrid - More Markets,Spread: Rayo Vallecano de Madrid (-2.5),Other,inferred,YES,False,0.5000,0.0265,0.0210,0.9790,5815.11,5693.00,2026-02-14,other,false
196874,Who will attend the State of the Union address?,Will Kash Patel attend the 2026 State of the Union address?,Other,inferred,NO,False,,0.9150,0.9590,0.9590,46956.69,45031.47,2026-02-24,other,false
197206,"Elon Musk # tweets February 6 - February 13, 2026?","Will Elon Musk post 360-379 tweets from February 6 to February 13, 2026?",Tech,inferred,YES,True,0.0700,0.0320,0.5860,0.9680,1492940.18,1445166.10,2026-02-13,musk_tweet_bracket,false
197400,Highest temperature in Ankara on February 5?,Will the highest temperature in Ankara be 8°C on February 5?,Other,inferred,YES,True,,0.0700,0.0125,0.9875,31133.53,30744.36,2026-02-05,other,false
197878,Winter Games 2026: Countries to win a medal?,Will Denmark record a medal at the 2026 Winter Olympics?,Sports,inferred,YES,False,0.1900,0.0015,0.0860,0.9985,19187.72,19158.94,2026-02-22,other,false
198236,AVS Futebol vs. Estoril Praia - More Markets,Spread: AVS Futebol (-2.5),Other,inferred,YES,False,0.5050,0.0295,0.0195,0.9805,1621.40,1589.78,2026-02-15,other,false
198274,Highest temperature in Buenos Aires on February 6?,Will the highest temperature in Buenos Aires be 31°C on February 6?,Other,inferred,YES,True,,0.0650,0.0405,0.9595,14389.89,13807.10,2026-02-06,other,false
198280,Highest temperature in Atlanta on February 6?,Will the highest temperature in Atlanta be between 64-65°F on February 6?,Other,inferred,YES,True,,0.0295,0.0950,0.9705,15051.02,14607.01,2026-02-06,other,false
198546,US downs another Iranian drone by February 28?,US downs another Iranian drone by February 28?,Other,inferred,YES,False,0.2800,0.0650,0.0475,0.9525,151889.97,144675.20,2026-02-28,other,true
198847,# of CRA seats after the 2026 Japanese snap election? (Lower Brackets),Will the Centrist Reform Alliance win fewer than 50 seats in the 2026 Japanese general election?,Politics,inferred,YES,True,,0.0255,0.1290,0.9745,12640.86,12318.51,2026-02-08,other,false
199484,Bitcoin price on February 12?,"Will the price of Bitcoin be between $64,000 and $66,000 on February 12?",Crypto,inferred,YES,True,,0.2200,0.0500,0.9500,251779.80,239190.81,2026-02-12,other,false
199485,"Elon Musk # tweets February 7 - February 9, 2026?","Will Elon Musk post 115-139 tweets from February 7 to February 9, 2026?",Tech,inferred,YES,True,,0.0355,0.0185,0.9815,997824.85,979365.09,2026-02-09,musk_tweet_bracket,false
200618,Winter Games 2026: Biathlon - Men's 15km Mass Start,Will Johannes Dale-Skjevdal (NOR) win the gold medal for Winter Olympics 2026: Biathlon - Men's 15km Mass Start at the 2026 Milano Cortina Winter Olympics?,Sports,inferred,YES,True,0.0295,0.0855,0.0855,0.9705,18973.73,18414.00,2026-02-23,other,false
200637,Winter Games 2026: Speed Skating - Men's 1500m,Will Zhongyan Ning (CHN) win the gold medal for Winter Olympics 2026: Speed Skating - Men's 1500m at the 2026 Milano Cortina Winter Olympics?,Sports,inferred,YES,True,0.0245,0.0240,0.0240,0.9760,39765.43,38811.06,2026-02-23,other,false
200644,Winter Games 2026: Speed Skating - Women's 3000m,Will Francesca Lollobrigida (ITA) win the gold medal for Winter Olympics 2026: Speed Skating - Women's 3000m at the 2026 Milano Cortina Winter Olympics?,Sports,inferred,YES,True,0.0255,0.0255,0.0255,0.9745,3754.51,3658.77,2026-02-23,other,false
200784,Will Apple (AAPL) finish week of February 9 above___?,Will Apple (AAPL) finish week of February 9 above $265?,Other,inferred,NO,False,,0.9705,0.3385,0.9705,6643.57,6447.58,2026-02-13,other,false
200785,Apple (AAPL) closes week of Feb 9 at ___?,Will Apple (AAPL) close at $255-$260 on the final day of trading of the week of Feb 9 – Feb 13?,Other,inferred,YES,True,,0.0235,0.2975,0.9765,4707.78,4597.15,2026-02-13,other,false
174562,Nuggets vs. Grizzlies,Spread: Grizzlies (-3.5),Other,inferred,YES,False,0.1500,0.0465,0.0460,0.9540,0.00,0.00,2026-03-18,other,false
210004,CF América vs. Tigres de la UANL - More Markets,Spread: Tigres de la UANL (-2.5),Other,inferred,YES,False,0.5100,0.0575,0.0500,0.9500,892.82,848.18,2026-03-01,other,false
212515,Udinese Calcio vs. ACF Fiorentina - More Markets,Spread: Udinese Calcio (-2.5),Other,inferred,YES,False,0.1550,0.0405,0.0470,0.9595,6333.00,6076.52,2026-03-02,other,false
213192,Córdoba CF vs. FC Andorra - More Markets,Spread: FC Andorra (-2.5),Other,inferred,YES,False,0.5150,0.0250,0.0300,0.9750,4746.98,4628.31,2026-03-02,other,false
213966,CA Tucumán vs. Racing Club - More Markets,Spread: Racing Club (-2.5),Other,inferred,YES,False,0.1850,0.1100,0.0450,0.9550,2475.33,2363.94,2026-03-04,other,false
214498,Total Internet Blackout in Iran by...?,"Total Internet Blackout in Iran by February 28, 2026?",Geopolitics,inferred,YES,False,0.0255,0.0255,0.0255,0.9745,41401.30,40345.56,2026-03-31,other,true
215442,AC Reggiana 1919 vs. FC Südtirol - More Markets,Spread: FC Südtirol (-2.5),Other,inferred,YES,False,0.5200,0.0400,0.0500,0.9600,1276.78,1225.71,2026-03-03,other,false
220473,"Andrew Tate # posts February 24 - March 3, 2026?","Will Andrew Tate post 130-159 posts from February 24 to March 3, 2026?",Other,inferred,YES,True,0.0275,0.7000,0.8270,0.9725,81265.03,79030.24,2026-03-03,other,false
220474,"Elon Musk # tweets February 24 - March 3, 2026?","Will Elon Musk post 200-219 tweets from February 24 to March 3, 2026?",Tech,inferred,YES,True,0.0080,0.4440,0.7895,0.9920,1557873.57,1545410.58,2026-03-03,musk_tweet_bracket,false
226985,"Donald Trump # Truth Social posts February 27 - March 6, 2026?","Will Donald Trump post 200+ Truth Social posts from February 27 to March 6, 2026?",Politics,inferred,YES,True,0.0190,0.4545,0.3990,0.9810,0.00,0.00,2026-03-06,other,false
226986,"Elon Musk # tweets February 27 - March 6, 2026?","Will Elon Musk post 200-219 tweets from February 27 to March 6, 2026?",Tech,inferred,YES,True,0.0065,0.0745,0.7710,0.9935,0.00,0.00,2026-03-06,musk_tweet_bracket,false
228685,What will be the #2 global Netflix movie this week?,"Will ""KPop Demon Hunters"" be the #2 global Netflix movie this week?",Entertainment,inferred,YES,True,,0.0500,0.0600,0.9500,79415.36,75444.60,2026-03-03,other,false
230284,Bitcoin above ___ on March 4?,"Will the price of Bitcoin be above $72,000 on March 4?",Crypto,inferred,YES,False,,0.0415,0.2170,0.9585,1219443.60,1168836.69,2026-03-04,crypto_price_bracket,false
230288,Bitcoin price on March 4?,"Will the price of Bitcoin be between $72,000 and $74,000 on March 4?",Crypto,inferred,YES,True,,0.0225,0.1980,0.9775,192634.41,188300.13,2026-03-04,other,false
232033,Queens Park Rangers FC vs. Portsmouth FC - More Markets,Spread: Queens Park Rangers FC (-2.5),Other,inferred,YES,False,0.5050,0.0415,0.0395,0.9605,0.00,0.00,2026-03-21,other,false
234213,Highest temperature in NYC on March 1?,Will the highest temperature in New York City be between 42-43°F on March 1?,Other,inferred,YES,True,,0.0290,0.0350,0.9710,83007.49,80600.27,2026-03-01,other,false
234709,What will the median home value in the DC Metro area be on April 1?,"Will the median home value in the DC Metro area be between $548,000 and $554,000 on April 1?",Other,inferred,YES,True,0.0250,0.1520,0.1520,0.9750,3092.26,3014.95,2026-04-01,other,false
235637,Will Palantir (PLTR) close above ___ end of March?,Will Palantir (PLTR) close above $146 end of March?,Other,inferred,YES,False,0.9200,0.4350,0.0475,0.9525,15515.63,14778.64,2026-03-31,other,false
236151,"Elon Musk # tweets March 3 - March 10, 2026?","Will Elon Musk post 340-359 tweets from March 3 to March 10, 2026?",Tech,inferred,YES,True,0.0450,0.3230,0.1820,0.9550,0.00,0.00,2026-03-10,musk_tweet_bracket,false
236884,Iran x Israel/US conflict ends by...?,Iran x Israel/US conflict ends by April 7?,Geopolitics,inferred,YES,False,,0.0310,0.0445,0.9690,48720376.31,47210044.65,2026-03-31,other,true
238973,Highest temperature in Sao Paulo on March 3?,Will the highest temperature in Sao Paulo be 25°C or below on March 3?,Other,inferred,YES,True,,0.0850,0.0420,0.9580,21827.09,20910.36,2026-03-03,other,false
238978,Highest temperature in NYC on March 3?,Will the highest temperature in New York City be between 34-35°F on March 3?,Other,inferred,YES,True,,0.0500,0.0370,0.9630,54556.33,52537.75,2026-03-03,other,false
241188,Highest temperature in London on March 4?,Will the highest temperature in London be 12°C or below on March 4?,Other,inferred,YES,True,,0.0145,0.0275,0.9855,0.00,0.00,2026-03-04,other,false
241781,PGA Tour: Arnold Palmer Invitational presented by Mastercard Winner,Will Akshay Bhatia win the 2026 Arnold Palmer Invitational presented by Mastercard?,Sports,inferred,YES,True,,0.0105,0.0620,0.9895,0.00,0.00,2026-03-08,other,false
85572,"Crypto Twitter mindshare ATH by March 31, 2026?",Proph3T mindshare all time high by March 31?,Crypto,inferred,YES,False,0.3450,0.0450,0.0450,0.9550,56202.92,53673.79,2026-04-01,other,false
85572,"Crypto Twitter mindshare ATH by March 31, 2026?",CZ mindshare all time high by March 31?,Crypto,inferred,YES,False,0.0220,0.0305,0.0305,0.9780,11419.80,11168.57,2026-04-01,other,false
118442,Which teams will draft a QB in the 1st round of the 2026 Pro Football draft? ,Will the Los Angeles Rams draft a quarterback in the first round of the 2026 NFL Draft?,Sports,inferred,YES,False,0.4455,0.0485,0.4415,0.9515,1581.10,1504.41,2026-04-23,other,false
119521,How many seats will IUML win in the next Kerala Legislative Assembly election?,Will the Indian Union Muslim League (IUML) win 22 or more seats in the 2026 Kerala Legislative Assembly election?,Politics,inferred,YES,True,0.1900,0.0345,0.0345,0.9655,11415.65,11021.81,2026-04-09,other,false
193908,Central Bank of Colombia Decision in April?,Will the Central Bank of Colombia announce an increase at the April meeting?,Other,inferred,NO,True,0.8300,0.9400,0.9715,0.9715,35887.70,34864.90,2026-04-30,other,false
193908,Central Bank of Colombia Decision in April?,Will the Central Bank of Colombia announce no change at the April meeting?,Other,inferred,YES,True,0.1500,0.0560,0.0315,0.9685,31278.18,30292.92,2026-04-30,other,false
256694,D.C. United SC vs. FC Dallas - More Markets,Spread: FC Dallas (-2.5),Other,inferred,YES,False,0.5000,0.0320,0.0320,0.9680,1260.01,1219.69,2026-04-04,other,false
261681,Will an Iranian agent be charged in the US by April 30?,Will an Iranian agent be charged in the US by April 30?,Other,inferred,YES,False,0.0345,0.0345,0.0345,0.9655,83414.77,80536.96,2026-04-30,other,true
273760,Argentina Monthly Inflation - March,Will Argentina’s monthly inflation in March 2026 be between 3.4% and 3.6%?,Macro,inferred,YES,True,0.0460,0.0400,0.0230,0.9770,20495.60,20024.20,2026-04-14,other,false
277704,Will Patek prices hit __ by April 30?,"Will the Patek Index hit $103,000 (LOW) by April 30?",Other,inferred,YES,False,0.0125,0.0125,0.0125,0.9875,8734.53,8625.35,2026-04-30,other,false
277704,Will Patek prices hit __ by April 30?,"Will the Patek Index hit $107,000 (HIGH) by April 30?",Other,inferred,YES,False,0.0135,0.0135,0.0135,0.9865,13121.59,12944.45,2026-04-30,other,false
277704,Will Patek prices hit __ by April 30?,"Will the Patek Index hit $104,000 (LOW) by April 30?",Other,inferred,YES,False,0.0210,0.0210,0.0210,0.9790,5369.70,5256.93,2026-04-30,other,false
277762,Will Rolex prices hit __ by April 30?,"Will the Rolex Index hit $12,450 (HIGH) by April 30?",Other,inferred,YES,False,0.0245,0.0245,0.0245,0.9755,21391.84,20867.74,2026-04-30,other,false
277762,Will Rolex prices hit __ by April 30?,"Will the Rolex Index hit $12,350 (HIGH) by April 30?",Other,inferred,YES,False,0.0270,0.0270,0.0270,0.9730,8677.18,8442.89,2026-04-30,other,false
287763,Peru Presidential Election First Round: 4th Place,Will Jorge Nieto finish in fourth place in the first round of the 2026 Peruvian presidential election?,Politics,inferred,YES,True,0.0495,0.2575,0.2575,0.9505,56767.01,53957.05,2026-04-12,other,false
293383,Yunnan Yukun FC vs. Tianjin Jinmen Hu FC - More Markets,Spread: Tianjin Jinmen Hu FC (-2.5),Other,inferred,YES,False,0.4200,0.0345,0.0345,0.9655,1523.83,1471.26,2026-04-17,other,false
295532,Super Rugby Pacific: Chiefs vs Hurricanes,Will the match end in a draw?,Sports,inferred,YES,True,0.0280,0.0280,0.0280,0.9720,6652.18,6465.92,2026-04-25,other,false
295533,Super Rugby Pacific: Brumbies vs Fijian Drua,Will Fijian Drua win?,Sports,inferred,YES,True,0.0370,0.0370,0.0370,0.9630,2299.00,2213.94,2026-04-25,other,false
300485,Los Angeles FC vs. San Jose Earthquakes - More Markets,Spread: San Jose Earthquakes (-2.5),Other,inferred,YES,False,0.1750,0.0410,0.0220,0.9780,977.38,955.88,2026-04-19,other,false
304054,Precipitation in Hong Kong in April?,Will Hong Kong have between 160-170mm of precipitation in April?,Other,inferred,YES,True,0.0265,0.0335,0.0615,0.9735,18466.68,17977.31,2026-04-30,other,false
311008,FC Barcelona vs. Club Atlético de Madrid - Exact Score,Exact Score: FC Barcelona 0 - 2 Club Atlético de Madrid?,Other,inferred,YES,True,0.4300,0.0390,0.0155,0.9845,4229.90,4164.34,2026-04-08,other,false
314065,Trump approval rating on April 3?,"Will Trump’s approval rating be between 39.0 and 39.4 on April 3, 2026?",Politics,inferred,YES,True,,0.4200,0.0500,0.9500,27733.82,26347.13,2026-04-04,other,false
315285,What will Trump say in April?,"Will Trump say ""Discombobulator"" or ""Discombobulated"" in April?",Politics,inferred,YES,False,0.0500,0.0155,0.0165,0.9845,10128.54,9971.55,2026-04-30,other,false
315503,Will iShares MSCI South Korea ETF (EWY) hit Week of March 30 2026?,Will iShares MSCI South Korea ETF (EWY) hit (LOW) $115 Week of March 30 2026?,Other,inferred,YES,False,,0.5050,0.0065,0.9935,2639.45,2622.29,2026-04-03,other,false
316523,Paris FC vs. AS Monaco FC - More Markets,Spread: Paris FC (-2.5),Other,inferred,YES,False,0.5000,0.0395,0.0395,0.9605,14754.43,14171.63,2026-04-10,other,false
317257,CA Central Córdoba vs. CA Platense - More Markets,CA Central Córdoba vs. CA Platense: O/U 4.5,Other,inferred,YES,False,0.1850,0.0355,0.0400,0.9645,6716.83,6478.38,2026-04-20,other,false
317544,Universitatea Craiova CS vs. FC Universitatea Cluj - More Markets,Spread: FC Universitatea Cluj (-2.5),Other,inferred,YES,False,0.4700,0.0750,0.0450,0.9550,3844.79,3671.77,2026-04-13,other,false
317618,Associação Chapecoense de Futebol vs. CA Mineiro - More Markets,Spread: CA Mineiro (-2.5),Other,inferred,YES,False,,0.0600,0.0400,0.9600,737.20,707.72,2026-04-02,other,false
320248,Arsenal FC vs. AFC Bournemouth - Exact Score,Exact Score: Arsenal FC 1 - 2 AFC Bournemouth?,Other,inferred,YES,True,0.4950,0.0500,0.0500,0.9500,1509.53,1434.05,2026-04-11,other,false
320332,AC Milan vs. Udinese Calcio - More Markets,Spread: Udinese Calcio (-2.5),Other,inferred,YES,False,,0.0060,0.0060,0.9940,16050.99,15954.68,2026-04-11,other,false
320332,AC Milan vs. Udinese Calcio - More Markets,Spread: Udinese Calcio (-1.5),Other,inferred,YES,False,0.2150,0.0300,0.0340,0.9700,4450.39,4316.88,2026-04-11,other,false
320890,LoL: JD Gaming vs Bilibili Gaming (BO3) - LPL Group Ascend,Total Kills Over/Under 21.5 in Game 2?,Sports,inferred,NO,False,,,0.9945,0.9945,170.00,169.06,2026-04-05,other,false
321980,Beijing Guoan FC vs. Tianjin Jinmen Hu FC - More Markets,Spread: Tianjin Jinmen Hu FC (-1.5),Other,inferred,YES,False,0.3950,0.0550,0.0450,0.9550,333.18,318.18,2026-04-25,other,false
322563,Highest temperature in Seoul on April 4?,Will the highest temperature in Seoul be 17°C or higher on April 4?,Other,inferred,YES,True,,0.0500,0.2250,0.9500,136400.99,129580.94,2026-04-04,other,false
322583,Highest temperature in Taipei on April 4?,Will the highest temperature in Taipei be 22°C or below on April 4?,Other,inferred,YES,True,,0.1300,0.0450,0.9550,14378.62,13731.58,2026-04-04,other,false
323111,Ulsan HD FC vs. Daejeon Hana Citizen FC - More Markets,Spread: Daejeon Hana Citizen FC (-2.5),Other,inferred,YES,False,0.3850,0.0495,0.0405,0.9595,4187.53,4017.93,2026-04-26,other,false
324100,Chelsea FC vs. Manchester City FC - Exact Score,Exact Score: Chelsea FC 0 - 3 Manchester City FC?,Other,inferred,YES,True,0.4700,0.0500,0.0450,0.9550,1279.54,1221.96,2026-04-12,other,false
324330,SBV Excelsior vs. FC Utrecht - More Markets,Spread: SBV Excelsior (-2.5),Other,inferred,YES,False,0.1800,0.0410,0.0455,0.9590,925.10,887.17,2026-04-26,other,false
324465,RC Celta de Vigo vs. Real Oviedo - More Markets,Spread: Real Oviedo (-2.5),Other,inferred,YES,False,0.5200,0.0130,0.0130,0.9870,5260.51,5192.13,2026-04-12,other,false
324467,RCD Mallorca vs. Rayo Vallecano de Madrid - More Markets,Spread: RCD Mallorca (-2.5),Other,inferred,YES,False,0.5150,0.0450,0.0595,0.9550,1114.30,1064.15,2026-04-12,other,false
325759,PGA Tour: Valero Texas Open Winner,Will J.J. Spaun win the 2026 Valero Texas Open?,Sports,inferred,YES,True,,0.0105,0.0105,0.9895,29894.51,29580.62,2026-04-05,other,false
325765,Qingdao Hainiu FC vs. Shandong Taishan FC - More Markets,Spread: Qingdao Hainiu FC (-2.5),Other,inferred,YES,False,0.3700,0.0365,0.0285,0.9715,1861.67,1808.61,2026-04-26,other,false
325861,Who will Trump name in April?,"Will Trump name ""Hillary"" in April?",Politics,inferred,YES,False,0.4150,0.3250,0.0205,0.9795,4541.31,4448.22,2026-04-30,other,false
325871,Sønderjyske Fodbold vs. Brøndby IF - More Markets,Spread: Sønderjyske Fodbold (-2.5),Other,inferred,YES,False,0.5100,0.0600,0.0450,0.9550,77.30,73.82,2026-04-26,other,false
328042,Club Santos Laguna vs. CF Monterrey - More Markets,Spread: Club Santos Laguna (-2.5),Other,inferred,YES,False,0.3250,0.0450,0.0550,0.9550,478.29,456.76,2026-04-26,other,false
